model,year,price,mileage,tax,mpg,engineSize,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Hybrid,fuelType_Petrol,state_New,state_Used
5,2018,21850,10313.0,145,50.4,1,0,1,0,0,0,1,0,1
4,2019,30850,4553.0,145,47.9,5,1,0,0,1,0,0,0,1
0,2017,12495,26500.0,145,55.4,1,0,1,0,0,0,1,0,1
1,2019,17400,4050.0,145,49.6,3,0,1,0,1,0,0,0,1
7,2019,32490,5000.0,145,38.2,5,1,0,0,1,0,0,0,1
6,2016,15991,33112.0,30,60.1,5,0,1,0,1,0,0,0,1
3,2017,22711,22491.0,145,43.5,5,1,0,0,0,0,1,0,1
4,2018,24850,15552.0,145,56.5,5,0,0,1,1,0,0,0,1
1,2019,25990,6134.0,145,51.4,5,0,0,1,1,0,0,0,1
4,2019,30888,9350.0,145,47.9,5,1,0,0,1,0,0,0,1
6,2017,22249,21236.0,200,42.2,5,1,0,0,0,0,1,0,1
1,2019,22000,14803.0,150,42.2,2,0,0,1,0,0,1,0,1
2,2017,19750,9806.0,30,53.3,5,0,0,1,0,0,1,0,1
4,2019,30991,3000.0,145,50.4,5,1,0,0,1,0,0,0,1
0,2016,9950,24396.0,0,67.3,0,0,1,0,0,0,1,0,1
4,2017,19000,51023.0,145,61.4,5,0,0,1,1,0,0,0,1
4,2016,24490,39507.0,160,50.4,6,0,0,1,1,0,0,0,1
1,2017,17490,25000.0,30,60.1,1,0,1,0,0,0,1,0,1
6,2017,22500,33200.0,150,55.4,5,0,0,1,1,0,0,0,1
4,2017,22950,28700.0,145,58.9,5,1,0,0,1,0,0,0,1
2,2016,14799,39989.0,0,74.3,5,0,1,0,1,0,0,0,1
3,2017,19999,11881.0,145,49.6,5,0,1,0,0,0,1,0,1
1,2016,15300,52775.0,20,72.4,3,1,0,0,1,0,0,0,1
3,2017,21952,7696.0,30,67.3,5,0,0,1,1,0,0,0,1
3,2016,16267,60431.0,160,53.3,5,0,1,0,1,0,0,0,1
2,2020,30995,1600.0,145,40.9,5,0,0,1,0,0,1,0,1
0,2017,10465,44330.0,0,76.3,3,0,1,0,1,0,0,0,1
5,2019,27500,7990.0,145,33.2,5,1,0,0,0,0,1,0,1
1,2015,11500,37718.0,30,58.9,1,0,1,0,0,0,1,0,1
2,2016,13750,47000.0,20,72.4,5,0,1,0,1,0,0,0,1
3,2016,14998,42852.0,125,58.9,5,0,0,1,1,0,0,0,1
6,2016,16290,38578.0,145,49.6,1,0,1,0,0,0,1,0,1
4,2016,16710,69030.0,145,56.5,5,0,0,1,1,0,0,0,1
5,2017,16495,46140.0,145,61.4,3,0,1,0,1,0,0,0,1
0,2018,18000,21002.0,150,55.4,1,1,0,0,0,0,1,0,1
3,2019,28500,1096.0,145,37.2,5,0,1,0,0,0,1,0,1
2,2019,28950,6888.0,150,38.7,5,1,0,0,0,0,1,0,1
2,2017,14495,15097.0,150,53.3,1,0,1,0,0,0,1,0,1
1,2019,25950,3530.0,145,52.3,3,0,1,0,1,0,0,0,1
3,2019,29990,5000.0,145,50.4,5,1,0,0,1,0,0,0,1
7,2014,14790,65374.0,200,47.9,5,0,1,0,1,0,0,0,1
2,2017,16321,31209.0,145,70.6,5,1,0,0,1,0,0,0,1
2,2016,13498,37251.0,145,51.4,1,0,1,0,0,0,1,0,1
1,2016,12300,68829.0,20,67.3,5,0,1,0,1,0,0,0,1
1,2019,23269,5665.0,150,52.3,3,0,0,1,1,0,0,0,1
1,2016,13500,44457.0,30,68.9,3,0,1,0,1,0,0,0,1
2,2016,17295,27500.0,20,70.6,5,0,1,0,1,0,0,0,1
6,2019,26940,0.0,150,42.8,5,0,1,0,1,0,0,1,0
0,2020,21450,2500.0,150,44.1,0,0,0,1,0,0,1,0,1
0,2019,20595,6000.0,145,47.9,0,0,1,0,0,0,1,0,1
7,2019,35950,3003.0,150,38.2,5,1,0,0,1,0,0,0,1
1,2019,23990,8473.0,150,41.5,2,0,0,1,0,0,1,0,1
0,2016,14897,29999.0,30,56.5,1,0,1,0,0,0,1,0,1
3,2019,26500,6612.0,145,50.4,5,1,0,0,1,0,0,0,1
7,2019,31490,8869.0,145,38.2,5,0,0,1,1,0,0,0,1
5,2019,23990,1453.0,145,42.8,2,1,0,0,0,0,1,0,1
3,2017,22444,16000.0,145,62.8,5,1,0,0,1,0,0,0,1
0,2017,12998,8597.0,150,67.3,0,0,1,0,0,0,1,0,1
0,2019,19990,11200.0,145,47.1,0,1,0,0,0,0,1,0,1
4,2019,31900,0.0,145,47.9,5,1,0,0,1,0,0,1,0
2,2019,30000,9900.0,145,49.6,5,1,0,0,1,0,0,0,1
1,2015,11390,48194.0,20,70.6,3,0,0,1,1,0,0,0,1
6,2019,26946,15811.0,145,38.2,2,0,0,1,0,0,1,0,1
1,2017,17875,49524.0,30,56.5,1,0,0,1,0,0,1,0,1
7,2016,19498,50961.0,205,47.1,5,0,0,1,1,0,0,0,1
7,2019,31470,5089.0,150,38.2,5,0,0,1,1,0,0,0,1
7,2019,36990,4511.0,145,38.2,5,0,0,1,1,0,0,0,1
6,2019,31985,0.0,145,42.8,5,0,1,0,1,0,0,1,0
2,2019,26990,6000.0,145,45.6,5,1,0,0,1,0,0,0,1
1,2015,9000,61220.0,0,83.1,3,0,1,0,1,0,0,0,1
3,2015,13650,37314.0,145,55.4,5,0,1,0,1,0,0,0,1
3,2019,27991,0.0,145,39.8,5,1,0,0,0,0,1,1,0
0,2015,13500,37231.0,30,56.5,1,0,0,1,0,0,1,0,1
0,2017,15495,15665.0,150,72.4,3,0,1,0,1,0,0,0,1
4,2016,18995,39990.0,30,61.4,5,0,0,1,1,0,0,0,1
7,2019,31490,6000.0,145,39.2,5,1,0,0,1,0,0,0,1
1,2016,16670,24563.0,30,61.4,5,0,0,1,1,0,0,0,1
1,2018,18300,31500.0,145,55.4,2,0,1,0,0,0,1,0,1
1,2014,11499,31036.0,20,67.3,5,0,1,0,1,0,0,0,1
1,2019,21750,5000.0,145,46.3,0,0,1,0,0,0,1,0,1
1,2017,20450,15000.0,145,70.6,3,0,0,1,1,0,0,0,1
1,2016,11513,82785.0,20,67.3,5,0,1,0,1,0,0,0,1
4,2014,13541,79965.0,30,64.2,5,0,0,1,1,0,0,0,1
1,2016,13995,40050.0,20,68.9,3,0,1,0,1,0,0,0,1
3,2020,27495,4951.0,145,51.4,5,0,0,1,1,0,0,0,1
1,2013,8299,51535.0,20,68.9,3,0,1,0,1,0,0,0,1
6,2016,16499,20589.0,145,56.5,5,1,0,0,1,0,0,0,1
1,2017,19250,20698.0,145,54.3,2,0,1,0,0,0,1,0,1
6,2019,39990,7561.0,145,30.7,5,0,0,1,0,0,1,0,1
7,2018,40892,19444.0,145,34.0,6,0,0,1,0,0,1,0,1
2,2019,23490,1425.0,145,38.7,5,0,0,1,0,0,1,0,1
5,2020,27990,5000.0,145,42.2,2,0,0,1,0,0,1,0,1
1,2019,23985,0.0,145,44.8,2,1,0,0,0,0,1,1,0
4,2016,15990,66475.0,30,61.4,6,0,0,1,1,0,0,0,1
6,2017,15000,85340.0,160,50.4,5,1,0,0,1,0,0,0,1
3,2017,22495,27938.0,125,60.1,6,0,0,1,1,0,0,0,1
5,2019,23896,8654.0,145,40.9,2,0,0,1,0,0,1,0,1
1,2016,16511,23711.0,30,57.6,1,0,1,0,0,0,1,0,1
3,2016,23998,14991.0,160,50.4,5,0,0,1,1,0,0,0,1
2,2019,28995,4708.0,145,49.6,5,0,0,1,1,0,0,0,1
6,2016,15500,28585.0,125,56.5,5,0,1,0,1,0,0,0,1
4,2018,22000,29477.0,145,61.4,5,1,0,0,1,0,0,0,1
0,2015,9999,51395.0,0,80.7,3,0,1,0,1,0,0,0,1
2,2019,31900,2498.0,145,39.2,5,0,0,1,0,0,1,0,1
0,2018,15800,15405.0,145,55.4,1,0,1,0,0,0,1,0,1
1,2019,23500,3346.0,145,51.4,3,0,1,0,1,0,0,0,1
0,2017,16900,22231.0,145,56.5,1,0,0,1,0,0,1,0,1
1,2019,23995,3717.0,145,51.4,3,0,1,0,1,0,0,0,1
6,2019,38990,3000.0,145,32.1,5,1,0,0,0,0,1,0,1
1,2015,11990,43000.0,20,60.1,1,1,0,0,0,0,1,0,1
6,2016,18991,19681.0,145,55.4,5,0,0,1,1,0,0,0,1
2,2019,29995,13690.0,145,47.9,5,1,0,0,1,0,0,0,1
2,2017,16800,41252.0,30,53.3,5,1,0,0,0,0,1,0,1
1,2014,12799,7595.0,125,50.4,4,1,0,0,0,0,1,0,1
6,2017,20000,25868.0,145,49.6,1,0,1,0,0,0,1,0,1
3,2019,26990,1475.0,145,39.8,5,0,0,1,0,0,1,0,1
1,2015,22990,18682.0,200,39.8,5,0,0,1,0,0,1,0,1
6,2017,22000,18000.0,150,42.2,5,1,0,0,0,0,1,0,1
6,2016,17498,19268.0,30,60.1,5,0,1,0,1,0,0,0,1
5,2020,24888,1500.0,145,45.6,0,0,1,0,0,0,1,0,1
4,2016,19498,38124.0,30,61.4,5,0,0,1,1,0,0,0,1
3,2015,12798,45500.0,20,67.3,5,0,1,0,1,0,0,0,1
3,2013,11500,46197.0,30,61.4,5,0,1,0,1,0,0,0,1
3,2017,22146,13606.0,145,61.4,6,0,0,1,1,0,0,0,1
5,2019,19950,5000.0,145,49.6,3,0,1,0,1,0,0,0,1
6,2017,16362,26479.0,125,50.4,1,0,1,0,0,0,1,0,1
5,2019,22995,0.0,145,49.6,3,0,1,0,1,0,0,1,0
0,2017,11495,27626.0,150,67.3,0,0,1,0,0,0,1,0,1
4,2014,15990,40678.0,20,67.3,5,0,0,1,1,0,0,0,1
4,2019,30990,2200.0,145,47.9,5,1,0,0,1,0,0,0,1
5,2019,28400,2879.0,145,33.2,5,1,0,0,0,0,1,0,1
3,2019,27500,0.0,145,49.6,5,1,0,0,1,0,0,1,0
7,2017,27300,30324.0,145,40.4,5,1,0,0,0,0,1,0,1
1,2016,9712,60901.0,20,68.9,5,0,1,0,1,0,0,0,1
0,2016,10799,21700.0,0,67.3,0,0,1,0,0,0,1,0,1
1,2018,18790,25000.0,150,60.1,0,0,1,0,0,0,1,0,1
4,2018,26125,31945.0,145,54.3,5,0,0,1,1,0,0,0,1
6,2017,18500,9203.0,150,51.4,1,0,1,0,0,0,1,0,1
0,2016,9699,38375.0,0,67.3,0,0,1,0,0,0,1,0,1
1,2018,26990,18283.0,145,44.1,5,0,0,1,0,0,1,0,1
2,2016,13999,56141.0,20,68.9,5,0,1,0,1,0,0,0,1
7,2017,26995,28604.0,145,40.9,5,0,0,1,0,0,1,0,1
4,2019,30990,10852.0,145,47.9,5,0,0,1,1,0,0,0,1
1,2016,13990,30736.0,30,58.9,1,0,1,0,0,0,1,0,1
0,2018,15749,31846.0,150,56.5,1,0,0,1,0,0,1,0,1
6,2019,32990,3300.0,145,31.7,5,0,0,1,0,0,1,0,1
2,2016,14699,43124.0,20,72.4,5,0,1,0,1,0,0,0,1
3,2014,14000,47600.0,145,56.5,5,1,0,0,1,0,0,0,1
6,2019,34485,0.0,145,47.1,5,1,0,0,1,0,0,1,0
0,2017,13998,28752.0,150,58.9,1,0,1,0,0,0,1,0,1
6,2017,24990,13250.0,145,40.4,5,1,0,0,0,0,1,0,1
7,2015,22485,38421.0,205,47.1,5,0,0,1,1,0,0,0,1
5,2017,27999,24450.0,145,51.4,1,0,0,1,0,0,1,0,1
2,2019,20495,4781.0,150,40.9,5,0,0,1,0,0,1,0,1
6,2016,17990,43200.0,150,47.9,1,0,0,1,0,0,1,0,1
0,2019,21500,1843.0,145,40.9,5,0,0,1,0,0,1,0,1
3,2013,9691,80931.0,30,64.2,5,0,1,0,1,0,0,0,1
7,2018,29995,14600.0,145,55.4,5,0,0,1,1,0,0,0,1
2,2018,22650,16249.0,145,50.4,5,0,0,1,0,0,1,0,1
6,2016,20450,23500.0,165,50.4,5,0,0,1,1,0,0,0,1
2,2020,47990,5000.0,145,39.2,6,0,0,1,1,0,0,0,1
4,2018,26995,15600.0,145,50.4,5,0,0,1,1,0,0,0,1
0,2015,11850,41000.0,30,55.4,1,0,1,0,0,0,1,0,1
2,2019,23900,4418.0,145,48.7,5,1,0,0,1,0,0,0,1
1,2019,22991,12472.0,150,42.2,2,0,0,1,0,0,1,0,1
1,2018,14175,16680.0,145,62.8,0,0,1,0,0,0,1,0,1
2,2017,16725,75882.0,145,53.3,6,0,0,1,1,0,0,0,1
5,2020,23950,4750.0,145,44.8,2,0,1,0,0,0,1,0,1
3,2019,22000,6066.0,145,51.4,5,1,0,0,0,0,1,0,1
2,2019,26700,4599.0,145,38.7,5,1,0,0,0,0,1,0,1
0,2019,22000,7500.0,150,40.9,5,0,0,1,0,0,1,0,1
1,2019,22650,1500.0,145,52.3,3,0,1,0,1,0,0,0,1
2,2019,26588,5130.0,145,38.7,5,0,0,1,0,0,1,0,1
4,2019,27991,2100.0,145,50.4,5,1,0,0,1,0,0,0,1
5,2017,18000,23840.0,145,50.4,1,0,1,0,0,0,1,0,1
4,2019,30000,5000.0,145,47.9,5,1,0,0,1,0,0,0,1
2,2017,18295,11784.0,145,74.3,5,0,1,0,1,0,0,0,1
0,2017,12490,10481.0,0,76.3,3,0,1,0,1,0,0,0,1
1,2019,23900,1529.0,150,52.3,3,0,1,0,1,0,0,0,1
1,2016,14890,20681.0,30,58.9,1,0,1,0,0,0,1,0,1
0,2012,9020,56767.0,125,53.3,1,1,0,0,0,0,1,0,1
6,2015,19900,18101.0,145,47.9,1,0,0,1,0,0,1,0,1
5,2019,20000,2011.0,145,49.6,3,0,1,0,1,0,0,0,1
5,2018,19895,13144.0,145,54.3,1,1,0,0,0,0,1,0,1
2,2016,14000,51877.0,20,72.4,5,0,1,0,1,0,0,0,1
1,2018,19647,10204.0,145,42.2,2,0,1,0,0,0,1,0,1
3,2017,27500,33031.0,235,37.7,6,0,0,1,0,0,1,0,1
0,2017,14440,7620.0,150,56.5,1,0,1,0,0,0,1,0,1
4,2015,12499,87393.0,30,64.2,5,1,0,0,1,0,0,0,1
6,2016,15700,52074.0,145,56.5,5,0,1,0,1,0,0,0,1
3,2019,29980,3000.0,145,47.1,5,0,0,1,1,0,0,0,1
3,2018,23498,11981.0,145,65.7,5,0,1,0,1,0,0,0,1
1,2017,16089,21396.0,20,60.1,1,0,1,0,0,0,1,0,1
4,2016,17995,49461.0,125,57.6,5,1,0,0,1,0,0,0,1
3,2019,26990,3743.0,145,39.8,5,0,0,1,0,0,1,0,1
1,2016,17211,31776.0,30,58.9,1,0,1,0,0,0,1,0,1
6,2019,33490,0.0,145,40.9,5,0,1,0,1,0,0,1,0
1,2016,14799,51091.0,20,65.7,5,0,1,0,1,0,0,0,1
2,2018,17698,23669.0,145,52.3,1,0,1,0,0,0,1,0,1
2,2018,30450,11775.0,145,37.7,6,1,0,0,0,0,1,0,1
4,2019,28950,5000.0,145,50.4,5,0,0,1,1,0,0,0,1
1,2015,9799,55522.0,20,68.9,5,0,1,0,1,0,0,0,1
2,2017,22991,19068.0,150,56.5,5,0,0,1,1,0,0,0,1
6,2019,28595,1793.0,145,40.9,5,0,1,0,1,0,0,0,1
1,2018,18505,5208.0,145,67.3,3,0,1,0,1,0,0,0,1
0,2015,12000,35441.0,0,80.7,3,0,1,0,1,0,0,0,1
6,2015,14990,55000.0,145,52.3,5,0,1,0,1,0,0,0,1
2,2020,32000,0.0,145,40.9,5,0,0,1,0,0,1,1,0
5,2019,21490,3505.0,145,47.1,0,0,1,0,0,0,1,0,1
1,2015,12995,12119.0,30,67.3,5,0,1,0,1,0,0,0,1
2,2015,13310,43288.0,145,53.3,5,1,0,0,1,0,0,0,1
4,2017,20495,34000.0,145,61.4,5,0,1,0,1,0,0,0,1
4,2019,29990,5397.0,145,50.4,5,0,0,1,1,0,0,0,1
2,2019,32000,5000.0,145,44.1,5,1,0,0,1,0,0,0,1
0,2017,13000,15811.0,150,55.4,1,0,1,0,0,0,1,0,1
4,2019,35000,3000.0,145,50.4,5,0,0,1,1,0,0,0,1
6,2019,27500,3999.0,145,40.9,2,0,1,0,0,0,1,0,1
1,2019,25900,2867.0,145,51.4,5,0,0,1,1,0,0,0,1
0,2017,15990,14885.0,30,58.9,1,0,1,0,0,0,1,0,1
2,2016,15800,45907.0,30,64.2,5,0,1,0,1,0,0,0,1
6,2019,34485,0.0,145,47.1,5,1,0,0,1,0,0,1,0
3,2019,29990,0.0,145,48.7,5,1,0,0,1,0,0,1,0
5,2018,19690,12554.0,150,53.3,0,0,1,0,0,0,1,0,1
0,2016,10790,19360.0,0,76.3,3,0,1,0,1,0,0,0,1
6,2015,13995,41000.0,30,61.4,5,0,1,0,1,0,0,0,1
7,2019,33185,7152.0,145,38.2,5,0,0,1,1,0,0,0,1
0,2020,23250,3000.0,145,44.8,0,0,0,1,0,0,1,0,1
3,2017,18700,20052.0,145,49.6,5,0,1,0,0,0,1,0,1
0,2015,12485,26625.0,30,57.6,1,0,0,1,0,0,1,0,1
0,2020,23950,3000.0,145,44.8,2,0,0,1,0,0,1,0,1
7,2019,31998,0.0,150,33.2,5,0,0,1,0,0,1,1,0
4,2018,20990,32978.0,145,47.9,4,0,0,1,0,0,1,0,1
1,2019,23300,10439.0,145,41.5,2,0,0,1,0,0,1,0,1
6,2017,19999,15003.0,145,47.9,1,1,0,0,0,0,1,0,1
2,2016,15596,16666.0,0,74.3,5,0,1,0,1,0,0,0,1
5,2019,19995,4500.0,145,47.1,0,0,1,0,0,0,1,0,1
5,2019,26697,2466.0,145,46.3,5,1,0,0,1,0,0,0,1
6,2016,15000,39134.0,30,60.1,5,0,1,0,1,0,0,0,1
7,2020,48000,5000.0,145,34.5,6,1,0,0,1,0,0,0,1
4,2016,18990,50687.0,145,56.5,5,0,0,1,1,0,0,0,1
5,2018,19995,10900.0,145,52.3,1,0,1,0,0,0,1,0,1
2,2017,14650,40583.0,145,51.4,1,0,1,0,0,0,1,0,1
3,2017,24990,33000.0,150,62.8,5,1,0,0,1,0,0,0,1
6,2016,15750,31075.0,125,56.5,5,0,1,0,1,0,0,0,1
1,2013,11699,37274.0,30,64.2,5,1,0,0,1,0,0,0,1
6,2020,40000,3500.0,145,31.7,5,0,0,1,0,0,1,0,1
1,2016,13495,53927.0,20,67.3,5,0,1,0,1,0,0,0,1
1,2015,12998,66088.0,20,67.3,5,0,1,0,1,0,0,0,1
7,2016,18999,65401.0,200,47.1,5,1,0,0,1,0,0,0,1
3,2018,24700,10559.0,145,64.2,5,0,1,0,1,0,0,0,1
5,2019,20999,5000.0,145,47.1,0,0,1,0,0,0,1,0,1
2,2019,26900,5000.0,145,44.8,5,1,0,0,1,0,0,0,1
1,2015,18489,49748.0,200,39.8,5,0,0,1,0,0,1,0,1
0,2015,8390,54000.0,0,80.7,3,0,1,0,1,0,0,0,1
0,2019,21991,0.0,145,44.8,2,0,0,1,0,0,1,1,0
2,2017,14800,21225.0,145,72.4,5,0,1,0,1,0,0,0,1
2,2017,15540,35452.0,145,70.6,5,1,0,0,1,0,0,0,1
6,2016,18500,28221.0,165,50.4,5,1,0,0,1,0,0,0,1
6,2019,30000,5689.0,145,32.5,5,1,0,0,0,0,1,0,1
7,2019,35945,5152.0,145,32.1,5,0,0,1,0,0,1,0,1
6,2019,28490,6573.0,145,47.1,5,0,0,1,1,0,0,0,1
2,2017,20725,54653.0,145,56.5,5,0,0,1,1,0,0,0,1
0,2015,11491,42157.0,0,80.7,3,0,1,0,1,0,0,0,1
2,2016,16490,31072.0,20,68.9,5,1,0,0,1,0,0,0,1
6,2016,16900,23382.0,30,60.1,5,0,1,0,1,0,0,0,1
5,2019,30990,9400.0,145,33.2,5,1,0,0,0,0,1,0,1
0,2015,11655,39207.0,0,76.3,3,1,0,0,1,0,0,0,1
6,2017,16489,21022.0,145,51.4,1,0,1,0,0,0,1,0,1
6,2016,18940,30146.0,165,49.6,5,0,1,0,1,0,0,0,1
2,2019,28500,5000.0,145,38.2,5,1,0,0,0,0,1,0,1
2,2017,17012,38810.0,30,67.3,5,0,1,0,1,0,0,0,1
6,2017,19465,24190.0,145,55.4,5,0,0,1,1,0,0,0,1
2,2017,14800,45500.0,20,68.9,5,0,1,0,1,0,0,0,1
1,2012,5495,85000.0,205,40.9,3,0,1,0,0,0,1,0,1
7,2014,16999,39358.0,200,47.1,5,1,0,0,1,0,0,0,1
1,2017,19995,12214.0,145,57.7,2,0,0,1,0,0,1,0,1
0,2020,20990,2000.0,145,45.6,0,0,0,1,0,0,1,0,1
0,2016,11500,30582.0,30,55.4,1,0,1,0,0,0,1,0,1
1,2020,34990,6000.0,145,34.5,5,0,0,1,0,0,1,0,1
6,2017,21495,18804.0,145,47.9,1,0,0,1,0,0,1,0,1
5,2020,22669,6000.0,145,45.6,0,0,1,0,0,0,1,0,1
6,2019,28790,3150.0,145,38.2,2,0,0,1,0,0,1,0,1
1,2017,15795,21637.0,20,67.3,5,0,1,0,1,0,0,0,1
2,2016,10200,88151.0,20,70.6,5,0,1,0,1,0,0,0,1
5,2019,27000,6500.0,145,46.3,5,1,0,0,1,0,0,0,1
6,2019,34990,7199.0,145,32.1,5,1,0,0,0,0,1,0,1
2,2014,11700,31376.0,125,58.9,5,0,1,0,1,0,0,0,1
4,2019,34491,0.0,145,47.9,5,1,0,0,1,0,0,1,0
2,2020,35000,3000.0,145,39.2,5,0,0,1,0,0,1,0,1
6,2019,24990,6000.0,145,40.9,2,0,1,0,0,0,1,0,1
0,2017,11500,15421.0,145,67.3,0,0,1,0,0,0,1,0,1
2,2017,18991,29884.0,145,67.3,5,0,1,0,1,0,0,0,1
1,2016,17200,42103.0,125,57.6,5,1,0,0,1,0,0,0,1
1,2016,14998,1893.0,20,60.1,1,0,1,0,0,0,1,0,1
0,2016,12672,19135.0,30,55.4,1,0,1,0,0,0,1,0,1
0,2019,19995,4300.0,150,45.6,0,0,0,1,0,0,1,0,1
0,2018,14700,37310.0,145,56.5,1,1,0,0,0,0,1,0,1
1,2015,12490,59000.0,20,67.3,5,0,1,0,1,0,0,0,1
4,2017,21950,28685.0,145,55.4,6,1,0,0,1,0,0,0,1
7,2019,37900,5200.0,145,39.2,5,0,0,1,1,0,0,0,1
7,2018,32975,8082.0,145,40.4,5,0,0,1,0,0,1,0,1
1,2014,13995,62049.0,20,68.9,5,0,1,0,1,0,0,0,1
1,2015,10499,69124.0,30,67.3,5,0,1,0,1,0,0,0,1
0,2017,13290,33574.0,145,76.3,3,0,1,0,1,0,0,0,1
4,2017,19990,32276.0,145,61.4,5,1,0,0,1,0,0,0,1
3,2017,19995,54000.0,150,67.3,5,0,0,1,1,0,0,0,1
6,2016,17584,21002.0,160,49.6,5,0,1,0,1,0,0,0,1
0,2016,10999,52865.0,0,76.3,3,1,0,0,1,0,0,0,1
2,2017,17444,12000.0,145,70.6,5,0,1,0,1,0,0,0,1
4,2019,28000,8000.0,145,47.9,5,0,0,1,1,0,0,0,1
0,2015,12990,21000.0,30,55.4,1,0,1,0,0,0,1,0,1
3,2019,30728,5712.0,145,51.4,5,0,0,1,1,0,0,0,1
4,2013,12750,70000.0,125,57.6,5,0,1,0,1,0,0,0,1
2,2019,29450,2453.0,145,47.9,5,1,0,0,1,0,0,0,1
4,2018,19995,38000.0,145,61.4,5,0,1,0,1,0,0,0,1
7,2016,21990,40787.0,200,45.6,6,0,0,1,1,0,0,0,1
2,2017,17480,51527.0,145,65.7,5,1,0,0,1,0,0,0,1
6,2015,15990,38017.0,165,49.6,5,0,1,0,1,0,0,0,1
0,2016,9800,36462.0,0,76.3,3,0,1,0,1,0,0,0,1
1,2015,20900,32600.0,205,40.9,5,0,0,1,0,0,1,0,1
7,2019,34000,5492.0,145,38.2,5,1,0,0,1,0,0,0,1
7,2019,31490,6001.0,145,55.4,5,0,0,1,1,0,0,0,1
2,2020,47990,5500.0,145,35.3,5,1,0,0,0,0,1,0,1
6,2020,30990,0.0,150,40.4,2,0,0,1,0,0,1,1,0
2,2019,22990,2349.0,145,51.4,5,1,0,0,1,0,0,0,1
2,2020,26995,4000.0,145,42.2,5,0,1,0,0,0,1,0,1
1,2016,11000,32467.0,20,70.6,3,0,1,0,1,0,0,0,1
1,2020,20499,3000.0,145,56.5,5,0,1,0,1,0,0,0,1
2,2020,25000,0.0,145,42.2,5,0,1,0,0,0,1,1,0
6,2017,19498,29323.0,150,55.4,5,0,0,1,1,0,0,0,1
0,2016,11990,43000.0,30,58.9,1,0,1,0,0,0,1,0,1
2,2014,10475,75261.0,125,60.1,5,0,1,0,1,0,0,0,1
6,2017,16250,38500.0,145,47.9,1,0,0,1,0,0,1,0,1
3,2016,15995,43000.0,150,53.3,5,0,1,0,1,0,0,0,1
6,2017,21990,24250.0,145,47.9,1,0,0,1,0,0,1,0,1
7,2019,32195,5891.0,145,39.2,5,0,0,1,1,0,0,0,1
5,2017,17202,52236.0,125,50.4,1,0,1,0,0,0,1,0,1
1,2019,17985,8449.0,145,51.4,3,0,1,0,1,0,0,0,1
0,2016,10870,18679.0,30,57.6,1,0,1,0,0,0,1,0,1
5,2019,23500,4296.0,145,47.9,5,1,0,0,1,0,0,0,1
3,2014,13350,52140.0,145,56.5,5,0,0,1,1,0,0,0,1
4,2013,14440,59000.0,150,55.4,5,1,0,0,1,0,0,0,1
2,2019,43990,6500.0,145,39.2,6,1,0,0,1,0,0,0,1
4,2016,20992,33931.0,145,55.4,6,0,0,1,1,0,0,0,1
7,2020,37495,7511.0,145,32.1,5,1,0,0,0,0,1,0,1
1,2013,11990,38431.0,20,68.9,5,0,1,0,1,0,0,0,1
2,2018,28995,23930.0,145,38.7,6,0,0,1,0,0,1,0,1
7,2020,36500,0.0,145,38.2,5,1,0,0,1,0,0,1,0
5,2020,24653,6000.0,145,43.5,2,0,1,0,0,0,1,0,1
3,2018,20310,14863.0,145,53.3,1,0,0,1,0,0,1,0,1
6,2019,28676,2788.0,145,38.2,2,1,0,0,0,0,1,0,1
7,2018,37990,16022.0,145,34.0,6,0,0,1,0,0,1,0,1
2,2016,17888,11150.0,30,55.4,5,0,0,1,0,0,1,0,1
1,2019,23995,3780.0,145,51.4,5,0,0,1,1,0,0,0,1
1,2016,16582,24717.0,20,68.9,3,0,1,0,1,0,0,0,1
6,2015,19970,14973.0,200,40.4,5,0,0,1,0,0,1,0,1
1,2019,22270,7341.0,150,42.2,2,0,0,1,0,0,1,0,1
7,2017,23950,46048.0,145,56.5,5,1,0,0,1,0,0,0,1
0,2013,9998,47565.0,125,53.3,1,0,0,1,0,0,1,0,1
6,2016,15500,11863.0,160,50.4,5,1,0,0,1,0,0,0,1
6,2019,30450,12244.0,145,31.7,5,0,0,1,0,0,1,0,1
1,2019,24990,6000.0,145,44.1,2,1,0,0,0,0,1,0,1
1,2017,18500,15197.0,145,54.3,2,0,1,0,0,0,1,0,1
1,2016,10799,41165.0,0,83.1,3,0,1,0,1,0,0,0,1
0,2018,14900,14992.0,150,55.4,1,0,1,0,0,0,1,0,1
1,2017,12600,13466.0,20,62.8,0,0,1,0,0,0,1,0,1
7,2016,18450,49450.0,200,47.1,5,1,0,0,1,0,0,0,1
6,2019,24990,6000.0,145,40.9,2,0,1,0,0,0,1,0,1
5,2017,20690,12500.0,150,54.3,1,1,0,0,0,0,1,0,1
6,2017,16647,40047.0,145,47.9,1,0,0,1,0,0,1,0,1
3,2020,32990,3000.0,145,40.4,5,0,0,1,0,0,1,0,1
0,2014,10495,32000.0,0,74.3,3,0,1,0,1,0,0,0,1
1,2016,14998,19795.0,30,58.9,1,0,1,0,0,0,1,0,1
1,2019,19790,7080.0,145,42.2,2,0,1,0,0,0,1,0,1
1,2017,15950,23581.0,145,50.4,5,0,1,0,0,0,1,0,1
1,2017,14990,24964.0,20,60.1,1,0,1,0,0,0,1,0,1
