model,year,price,mileage,tax,mpg,engineSize,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Hybrid,fuelType_Petrol,state_New,state_Used
4,2019,44990,7076.0,145,36.2,6,0,0,1,1,0,0,0,1
2,2018,16498,19934.0,145,52.3,1,0,1,0,0,0,1,0,1
1,2017,19669,15361.0,145,56.5,2,0,0,1,0,0,1,0,1
4,2018,22875,25126.0,145,61.4,5,0,0,1,1,0,0,0,1
5,2019,31270,5446.0,145,33.2,5,0,0,1,0,0,1,0,1
2,2016,13899,40568.0,20,70.6,5,1,0,0,1,0,0,0,1
6,2017,18695,11307.0,145,47.9,1,0,0,1,0,0,1,0,1
3,2016,17597,43707.0,160,50.4,5,1,0,0,1,0,0,0,1
1,2019,32500,3438.0,150,34.9,5,0,0,1,0,0,1,0,1
3,2014,12699,69212.0,125,60.1,5,1,0,0,1,0,0,0,1
6,2016,15998,18419.0,125,50.4,1,0,1,0,0,0,1,0,1
5,2019,17250,5000.0,150,49.6,3,0,1,0,1,0,0,0,1
1,2017,14750,38650.0,20,60.1,0,0,1,0,0,0,1,0,1
5,2019,27990,5000.0,145,44.8,3,1,0,0,1,0,0,0,1
6,2016,17990,21421.0,145,49.6,1,0,1,0,0,0,1,0,1
1,2018,22900,18972.0,150,47.9,5,0,0,1,0,0,1,0,1
2,2016,23500,26270.0,145,56.5,5,0,0,1,1,0,0,0,1
2,2017,16998,34870.0,145,51.4,1,0,1,0,0,0,1,0,1
6,2016,15480,64842.0,160,49.6,5,0,1,0,1,0,0,0,1
6,2016,16450,63938.0,160,50.4,5,0,0,1,1,0,0,0,1
1,2019,21374,14520.0,145,41.5,2,1,0,0,0,0,1,0,1
5,2018,23245,7442.0,145,52.3,1,1,0,0,0,0,1,0,1
2,2013,6990,89000.0,125,58.9,5,1,0,0,1,0,0,0,1
6,2017,22995,14068.0,145,54.3,5,0,1,0,1,0,0,0,1
2,2017,13450,59512.0,145,74.3,5,0,1,0,1,0,0,0,1
3,2019,33950,4054.0,145,44.8,5,0,0,1,1,0,0,0,1
6,2019,34995,7126.0,145,32.1,5,1,0,0,0,0,1,0,1
1,2016,19490,25940.0,30,56.5,1,0,0,1,0,0,1,0,1
2,2019,24998,9880.0,145,38.2,5,0,0,1,0,0,1,0,1
6,2016,18000,31731.0,145,52.3,5,0,1,0,1,0,0,0,1
0,2017,14300,26084.0,145,58.9,1,1,0,0,0,0,1,0,1
2,2016,14250,35080.0,0,74.3,5,0,1,0,1,0,0,0,1
1,2019,18490,10059.0,145,43.5,2,0,1,0,0,0,1,0,1
5,2017,20700,12889.0,145,50.4,1,0,1,0,0,0,1,0,1
7,2019,46999,5000.0,145,36.2,5,0,0,1,1,0,0,0,1
1,2018,19990,15215.0,150,55.4,2,0,1,0,0,0,1,0,1
2,2019,34950,5800.0,145,39.2,5,0,1,0,0,0,1,0,1
2,2019,24072,9183.0,145,38.7,5,1,0,0,0,0,1,0,1
1,2015,12700,55583.0,20,68.9,5,0,1,0,1,0,0,0,1
2,2015,15888,30431.0,125,56.5,5,0,0,1,1,0,0,0,1
1,2017,12498,37882.0,0,74.3,3,0,1,0,1,0,0,0,1
2,2019,21910,8583.0,145,51.4,5,0,0,1,1,0,0,0,1
1,2017,11495,51870.0,20,62.8,1,0,1,0,0,0,1,0,1
0,2016,12250,10618.0,0,67.3,0,0,1,0,0,0,1,0,1
1,2016,12995,25895.0,20,70.6,5,0,1,0,1,0,0,0,1
4,2019,32494,2394.0,145,50.4,5,1,0,0,1,0,0,0,1
1,2013,11999,53364.0,125,58.9,5,0,0,1,1,0,0,0,1
0,2017,12891,28512.0,30,55.4,1,0,1,0,0,0,1,0,1
1,2016,13995,24465.0,30,58.9,1,0,0,1,0,0,1,0,1
1,2016,14175,61191.0,20,68.9,3,0,1,0,1,0,0,0,1
0,2013,9995,48000.0,125,53.3,1,0,1,0,0,0,1,0,1
1,2015,16245,20396.0,150,48.7,4,0,0,1,0,0,1,0,1
0,2017,13982,27079.0,30,55.4,1,0,1,0,0,0,1,0,1
1,2015,12298,49393.0,30,62.8,5,0,0,1,1,0,0,0,1
1,2016,11995,35500.0,20,60.1,0,0,1,0,0,0,1,0,1
7,2014,17100,52267.0,235,37.7,5,0,1,0,0,0,1,0,1
6,2017,19495,18972.0,145,56.5,5,0,1,0,1,0,0,0,1
2,2016,15500,35750.0,20,72.4,5,0,1,0,1,0,0,0,1
6,2017,22995,17680.0,145,42.2,5,0,0,1,0,0,1,0,1
6,2015,15488,34985.0,160,51.4,5,0,1,0,1,0,0,0,1
7,2020,36990,6000.0,145,38.2,5,0,0,1,1,0,0,0,1
7,2019,33950,2192.0,145,38.2,5,0,0,1,1,0,0,0,1
5,2017,19995,27078.0,125,50.4,1,0,1,0,0,0,1,0,1
4,2019,29490,4982.0,145,47.9,5,0,0,1,1,0,0,0,1
2,2016,19750,27196.0,30,62.8,5,0,1,0,1,0,0,0,1
6,2017,19750,18937.0,145,49.6,1,0,1,0,0,0,1,0,1
5,2017,18490,10044.0,145,52.3,1,0,1,0,0,0,1,0,1
2,2017,19450,27409.0,125,52.3,5,1,0,0,0,0,1,0,1
1,2018,22285,6754.0,145,52.3,3,1,0,0,1,0,0,0,1
6,2019,23995,6422.0,145,40.9,2,0,1,0,0,0,1,0,1
1,2014,8150,65604.0,0,74.3,3,0,1,0,1,0,0,0,1
3,2019,32485,0.0,145,51.4,5,1,0,0,1,0,0,1,0
2,2017,21990,25773.0,145,43.5,5,0,0,1,0,0,1,0,1
6,2019,29000,14061.0,145,31.7,5,1,0,0,0,0,1,0,1
6,2020,32799,3500.0,145,32.5,5,0,0,1,0,0,1,0,1
2,2016,14195,44703.0,0,74.3,5,0,1,0,1,0,0,0,1
2,2018,19575,7919.0,145,52.3,1,0,1,0,0,0,1,0,1
6,2019,28995,4435.0,145,32.5,5,0,0,1,0,0,1,0,1
4,2019,29990,1200.0,145,50.4,5,1,0,0,1,0,0,0,1
1,2016,14995,29775.0,20,60.1,1,0,1,0,0,0,1,0,1
5,2019,18940,3000.0,145,49.6,3,0,1,0,1,0,0,0,1
3,2014,12743,58953.0,125,58.9,5,1,0,0,1,0,0,0,1
5,2017,14800,23714.0,145,68.9,3,1,0,0,1,0,0,0,1
6,2019,36990,3986.0,145,47.1,5,1,0,0,1,0,0,0,1
5,2019,18950,5000.0,145,49.6,3,0,1,0,1,0,0,0,1
2,2017,13490,35543.0,145,53.3,1,0,1,0,0,0,1,0,1
2,2015,14850,20434.0,145,49.6,4,0,1,0,0,0,1,0,1
5,2020,26995,2000.0,145,43.5,2,0,1,0,0,0,1,0,1
7,2015,24499,40510.0,235,42.8,6,1,0,0,1,0,0,0,1
6,2017,16449,33952.0,125,51.4,1,0,1,0,0,0,1,0,1
0,2017,13295,29491.0,145,55.4,1,0,1,0,0,0,1,0,1
2,2019,22991,1948.0,145,40.4,5,0,1,0,0,0,1,0,1
1,2016,12000,29954.0,20,60.1,0,0,1,0,0,0,1,0,1
0,2020,25000,3000.0,145,44.8,2,0,0,1,0,0,1,0,1
1,2019,22490,3000.0,145,44.1,2,0,1,0,0,0,1,0,1
2,2017,17999,17000.0,145,51.4,1,0,1,0,0,0,1,0,1
6,2016,22490,22000.0,200,40.4,5,1,0,0,0,0,1,0,1
6,2017,18998,9347.0,145,47.9,1,0,0,1,0,0,1,0,1
5,2017,19490,13248.0,125,50.4,1,0,1,0,0,0,1,0,1
6,2020,32444,4432.0,145,31.4,5,0,0,1,0,0,1,0,1
0,2015,12070,31214.0,30,55.4,1,0,1,0,0,0,1,0,1
0,2015,11295,39502.0,30,58.9,1,0,1,0,0,0,1,0,1
4,2014,13794,56292.0,150,55.4,5,1,0,0,1,0,0,0,1
0,2015,11495,47162.0,30,55.4,1,0,1,0,0,0,1,0,1
2,2016,15990,41000.0,20,67.3,5,1,0,0,1,0,0,0,1
4,2015,15998,39549.0,30,64.2,5,0,0,1,1,0,0,0,1
7,2014,21498,66188.0,265,41.5,6,0,0,1,1,0,0,0,1
6,2016,18990,9106.0,145,51.4,5,0,0,1,1,0,0,0,1
5,2019,28495,1442.0,145,40.9,2,1,0,0,0,0,1,0,1
4,2017,19655,31605.0,145,57.6,5,0,0,1,1,0,0,0,1
3,2020,29950,2888.0,145,40.4,5,0,0,1,0,0,1,0,1
1,2016,16900,29898.0,20,60.1,1,0,1,0,0,0,1,0,1
4,2016,16500,52198.0,125,57.6,5,1,0,0,1,0,0,0,1
7,2016,28881,26832.0,235,42.8,6,0,0,1,1,0,0,0,1
5,2019,25250,2683.0,145,43.5,2,0,1,0,0,0,1,0,1
3,2019,33950,4945.0,150,36.7,5,0,0,1,0,0,1,0,1
0,2020,22990,1694.0,145,44.8,0,0,0,1,0,0,1,0,1
1,2018,18495,19792.0,145,54.3,2,0,1,0,0,0,1,0,1
5,2017,15995,54305.0,30,54.3,1,0,0,1,0,0,1,0,1
1,2019,21450,4000.0,145,47.1,0,0,1,0,0,0,1,0,1
4,2016,16190,69774.0,145,55.4,5,0,0,1,1,0,0,0,1
3,2019,24491,9250.0,145,68.9,5,0,1,0,1,0,0,0,1
6,2019,29950,11020.0,145,31.7,5,1,0,0,0,0,1,0,1
1,2019,21690,7836.0,145,42.2,2,0,0,1,0,0,1,0,1
7,2015,19795,33000.0,200,47.1,5,1,0,0,1,0,0,0,1
1,2017,18490,20871.0,150,60.1,1,0,1,0,0,0,1,0,1
7,2017,24990,47124.0,150,55.4,5,0,0,1,1,0,0,0,1
1,2014,13450,32126.0,20,60.1,1,0,0,1,0,0,1,0,1
6,2017,20000,24498.0,145,55.4,5,0,0,1,1,0,0,0,1
7,2015,19499,48634.0,200,47.1,5,1,0,0,1,0,0,0,1
5,2019,19991,6155.0,145,47.1,0,0,1,0,0,0,1,0,1
0,2015,9500,56000.0,0,80.7,3,0,1,0,1,0,0,0,1
7,2016,16690,68501.0,200,47.9,5,0,1,0,1,0,0,0,1
7,2019,35490,6000.0,150,38.2,5,0,0,1,1,0,0,0,1
2,2020,32481,22601.0,145,39.2,5,0,0,1,0,0,1,0,1
6,2019,37490,9750.0,145,30.7,5,1,0,0,0,0,1,0,1
2,2017,17298,6402.0,145,52.3,1,0,1,0,0,0,1,0,1
3,2017,19599,16951.0,125,49.6,5,0,1,0,0,0,1,0,1
3,2013,10310,76026.0,30,60.1,5,0,1,0,1,0,0,0,1
7,2019,37000,11271.0,145,38.2,5,0,0,1,1,0,0,0,1
0,2013,8399,29899.0,125,53.3,1,0,1,0,0,0,1,0,1
1,2019,31795,3036.0,145,34.5,5,0,0,1,0,0,1,0,1
6,2019,29000,3281.0,145,38.2,2,1,0,0,0,0,1,0,1
6,2015,15498,39876.0,200,42.8,5,0,0,1,0,0,1,0,1
0,2017,12500,27501.0,30,55.4,1,0,1,0,0,0,1,0,1
0,2018,14995,23102.0,145,55.4,1,0,1,0,0,0,1,0,1
2,2016,19995,20141.0,30,67.3,5,0,1,0,1,0,0,0,1
6,2018,21755,10429.0,145,49.6,1,0,1,0,0,0,1,0,1
0,2015,11998,12277.0,0,76.3,3,0,0,1,1,0,0,0,1
6,2020,32444,4432.0,145,31.4,5,0,0,1,0,0,1,0,1
1,2013,9991,55600.0,20,68.9,5,0,1,0,1,0,0,0,1
2,2015,11120,69130.0,0,74.3,5,0,1,0,1,0,0,0,1
6,2019,29450,2298.0,145,42.8,5,0,1,0,1,0,0,0,1
0,2017,14790,15663.0,150,56.5,1,0,0,1,0,0,1,0,1
2,2017,17599,29747.0,30,62.8,5,0,0,1,1,0,0,0,1
7,2018,28970,21357.0,150,55.4,5,0,0,1,1,0,0,0,1
7,2018,32950,13472.0,145,40.4,5,1,0,0,0,0,1,0,1
0,2017,11201,17425.0,145,67.3,0,0,1,0,0,0,1,0,1
3,2019,25990,10664.0,145,50.4,5,1,0,0,1,0,0,0,1
7,2020,56990,6000.0,145,34.5,6,0,0,1,1,0,0,0,1
1,2016,11600,21764.0,0,83.1,3,0,1,0,1,0,0,0,1
5,2017,16999,33636.0,30,61.4,3,0,1,0,1,0,0,0,1
1,2019,32500,0.0,150,34.9,5,1,0,0,0,0,1,1,0
4,2016,20995,23700.0,30,61.4,6,0,0,1,1,0,0,0,1
5,2018,20850,4000.0,150,54.3,1,1,0,0,0,0,1,0,1
4,2016,16500,36203.0,20,64.2,5,1,0,0,1,0,0,0,1
0,2019,20950,3701.0,150,40.9,5,0,0,1,0,0,1,0,1
6,2017,15860,44080.0,145,47.9,1,0,0,1,0,0,1,0,1
1,2016,11646,29613.0,0,83.1,3,0,1,0,1,0,0,0,1
3,2016,17797,51235.0,160,50.4,5,1,0,0,1,0,0,0,1
4,2018,37995,0.0,145,39.2,6,0,1,0,1,0,0,1,0
6,2013,11691,76553.0,160,49.6,5,0,1,0,1,0,0,0,1
3,2016,17581,42318.0,160,53.3,5,0,1,0,1,0,0,0,1
2,2016,15000,44119.0,30,64.2,5,0,1,0,1,0,0,0,1
6,2016,15200,58750.0,145,47.9,1,1,0,0,0,0,1,0,1
2,2017,19490,13632.0,145,51.4,1,0,0,1,0,0,1,0,1
5,2018,19699,9694.0,145,50.4,1,0,1,0,0,0,1,0,1
2,2017,17450,31000.0,145,70.6,5,0,1,0,1,0,0,0,1
0,2015,11210,36370.0,30,55.4,1,0,1,0,0,0,1,0,1
5,2018,17990,18111.0,150,52.3,1,0,1,0,0,0,1,0,1
5,2019,29995,4000.0,145,33.2,5,0,0,1,0,0,1,0,1
1,2017,12000,20549.0,145,62.8,0,0,1,0,0,0,1,0,1
1,2019,21115,18803.0,145,41.5,2,1,0,0,0,0,1,0,1
3,2017,19686,25237.0,145,68.9,5,1,0,0,1,0,0,0,1
3,2019,28376,5347.0,145,45.6,5,1,0,0,1,0,0,0,1
6,2014,14000,41605.0,145,47.9,1,0,1,0,0,0,1,0,1
1,2015,16500,4983.0,160,43.5,4,1,0,0,0,0,1,0,1
1,2016,15990,17868.0,30,58.9,1,0,0,1,0,0,1,0,1
1,2017,19250,14250.0,145,57.7,2,0,0,1,0,0,1,0,1
1,2019,18495,11330.0,145,42.8,2,0,1,0,0,0,1,0,1
6,2017,20950,28450.0,145,47.9,1,0,0,1,0,0,1,0,1
3,2019,30990,0.0,145,50.4,5,1,0,0,1,0,0,1,0
2,2016,16500,40882.0,20,67.3,5,1,0,0,1,0,0,0,1
0,2017,13490,25249.0,145,67.3,0,0,1,0,0,0,1,0,1
1,2014,14995,27355.0,160,42.8,4,0,0,1,0,0,1,0,1
3,2019,32990,0.0,145,50.4,5,1,0,0,1,0,0,1,0
0,2017,11990,16038.0,145,57.6,1,0,1,0,0,0,1,0,1
4,2015,15400,23237.0,20,67.3,5,1,0,0,1,0,0,0,1
1,2019,20480,14476.0,150,42.2,2,1,0,0,0,0,1,0,1
1,2019,29000,8693.0,145,34.9,5,0,0,1,0,0,1,0,1
7,2017,31990,13255.0,145,40.4,5,0,0,1,0,0,1,0,1
0,2018,17990,11000.0,150,58.9,1,0,0,1,0,0,1,0,1
6,2015,13995,35446.0,145,54.3,5,0,1,0,1,0,0,0,1
1,2019,26950,5000.0,145,39.2,5,0,0,1,0,0,1,0,1
2,2015,10475,69000.0,145,55.4,5,0,1,0,1,0,0,0,1
5,2019,23490,10600.0,145,40.9,2,1,0,0,0,0,1,0,1
6,2019,28490,4000.0,145,39.8,2,0,1,0,0,0,1,0,1
6,2019,25000,4500.0,145,40.9,2,0,1,0,0,0,1,0,1
1,2016,11300,25626.0,0,74.3,3,0,1,0,1,0,0,0,1
7,2017,27498,65145.0,235,42.2,6,0,0,1,1,0,0,0,1
1,2014,11679,75269.0,20,68.9,5,0,1,0,1,0,0,0,1
5,2018,22988,11347.0,150,52.3,1,0,0,1,0,0,1,0,1
0,2017,11495,24857.0,0,76.3,3,0,1,0,1,0,0,0,1
6,2019,24990,7100.0,145,40.9,2,0,1,0,0,0,1,0,1
7,2019,31998,0.0,145,33.2,5,0,0,1,0,0,1,1,0
4,2016,18498,53832.0,30,61.4,5,0,0,1,1,0,0,0,1
3,2019,26275,16177.0,145,39.8,5,1,0,0,0,0,1,0,1
0,2016,10260,47779.0,30,55.4,1,0,1,0,0,0,1,0,1
1,2016,16298,43014.0,125,57.6,5,0,0,1,1,0,0,0,1
1,2020,28950,5500.0,150,44.1,5,1,0,0,1,0,0,0,1
0,2015,14450,41996.0,30,56.5,1,1,0,0,0,0,1,0,1
4,2019,41995,6500.0,145,37.7,6,0,0,1,1,0,0,0,1
6,2019,29995,0.0,145,39.8,2,0,1,0,0,0,1,1,0
7,2019,34998,0.0,145,32.1,5,0,0,1,0,0,1,1,0
6,2019,32500,4432.0,145,31.4,5,1,0,0,0,0,1,0,1
0,2016,11499,15224.0,0,76.3,3,0,1,0,1,0,0,0,1
6,2016,16991,41376.0,145,52.3,5,0,1,0,1,0,0,0,1
5,2020,28990,5665.0,150,42.2,2,0,0,1,0,0,1,0,1
1,2019,20995,3325.0,145,49.6,3,0,1,0,1,0,0,0,1
4,2016,22900,30450.0,30,61.4,6,0,0,1,1,0,0,0,1
1,2011,6875,70000.0,30,64.2,5,0,1,0,1,0,0,0,1
6,2012,12440,45000.0,200,47.9,5,1,0,0,1,0,0,0,1
1,2019,23995,15425.0,145,42.2,2,0,0,1,0,0,1,0,1
1,2015,8599,74209.0,0,74.3,3,0,1,0,1,0,0,0,1
3,2019,28610,8765.0,145,37.7,5,1,0,0,0,0,1,0,1
2,2019,39990,5243.0,145,40.9,6,1,0,0,1,0,0,0,1
5,2019,24500,8334.0,145,40.9,2,1,0,0,0,0,1,0,1
6,2019,37990,0.0,145,38.2,2,1,0,0,0,0,1,1,0
3,2020,28000,1500.0,145,51.4,5,0,0,1,1,0,0,0,1
5,2016,20995,29491.0,125,51.4,1,0,0,1,0,0,1,0,1
7,2016,31995,30172.0,240,42.2,6,0,0,1,1,0,0,0,1
7,2019,37980,6000.0,145,38.2,5,1,0,0,1,0,0,0,1
1,2019,21450,2800.0,145,51.4,3,0,1,0,1,0,0,0,1
3,2018,26490,4600.0,145,50.4,5,0,0,1,0,0,1,0,1
1,2017,16400,19333.0,20,60.1,1,0,1,0,0,0,1,0,1
4,2015,24450,31224.0,160,50.4,6,1,0,0,1,0,0,0,1
2,2017,26995,28958.0,150,37.7,6,1,0,0,0,0,1,0,1
1,2015,14999,33207.0,20,67.3,5,0,1,0,1,0,0,0,1
7,2020,51000,5000.0,145,34.5,6,0,0,1,1,0,0,0,1
0,2013,7490,49547.0,0,74.3,3,0,1,0,1,0,0,0,1
7,2019,38990,6000.0,145,32.1,5,0,0,1,0,0,1,0,1
6,2019,28900,16363.0,150,31.7,5,1,0,0,0,0,1,0,1
1,2019,22250,15561.0,145,41.5,2,0,0,1,0,0,1,0,1
3,2017,20500,7431.0,150,68.9,5,0,1,0,1,0,0,0,1
0,2017,12500,27560.0,150,67.3,0,0,1,0,0,0,1,0,1
0,2017,11490,19633.0,30,57.6,1,0,1,0,0,0,1,0,1
1,2015,9705,78205.0,20,68.9,3,0,1,0,1,0,0,0,1
6,2015,12990,69072.0,125,60.1,5,0,1,0,1,0,0,0,1
4,2018,22000,16000.0,150,42.2,5,1,0,0,0,0,1,0,1
1,2019,22005,6550.0,145,52.3,3,0,1,0,1,0,0,0,1
0,2019,22950,6745.0,145,47.1,0,0,0,1,0,0,1,0,1
5,2019,26990,5000.0,145,46.3,5,1,0,0,1,0,0,0,1
6,2015,17800,20106.0,150,52.3,5,0,1,0,1,0,0,0,1
7,2020,36995,0.0,145,38.2,5,0,0,1,1,0,0,1,0
3,2019,27995,5000.0,145,40.4,5,1,0,0,0,0,1,0,1
7,2018,28884,16897.0,145,54.3,5,0,0,1,1,0,0,0,1
6,2017,18950,30000.0,145,47.9,1,0,0,1,0,0,1,0,1
6,2015,16450,37182.0,160,49.6,5,0,1,0,1,0,0,0,1
6,2020,30000,0.0,145,40.9,2,0,1,0,0,0,1,1,0
1,2016,15800,23631.0,30,58.9,1,0,1,0,0,0,1,0,1
2,2019,26499,9937.0,145,38.2,5,0,0,1,0,0,1,0,1
6,2017,19995,29041.0,150,61.4,5,0,1,0,1,0,0,0,1
2,2016,17290,37534.0,20,67.3,5,1,0,0,1,0,0,0,1
7,2019,42450,8867.0,145,36.2,5,0,0,1,1,0,0,0,1
0,2017,11300,29327.0,30,55.4,1,0,1,0,0,0,1,0,1
0,2019,22950,2060.0,145,44.8,2,0,0,1,0,0,1,0,1
1,2016,15399,22501.0,30,57.6,1,0,1,0,0,0,1,0,1
6,2014,18799,33650.0,260,36.7,5,0,0,1,0,0,1,0,1
6,2019,29890,15039.0,145,31.7,5,0,0,1,0,0,1,0,1
2,2016,13450,55000.0,30,64.2,5,0,1,0,1,0,0,0,1
0,2016,10990,17679.0,0,76.3,3,0,1,0,1,0,0,0,1
7,2019,35500,6273.0,145,38.2,5,0,0,1,1,0,0,0,1
3,2019,26295,6500.0,145,40.4,5,0,0,1,0,0,1,0,1
1,2013,13500,44405.0,125,58.9,5,0,0,1,1,0,0,0,1
2,2016,13990,53340.0,30,53.3,5,0,0,1,0,0,1,0,1
0,2016,10600,21428.0,0,67.3,0,0,1,0,0,0,1,0,1
6,2019,32990,5737.0,145,32.1,5,0,0,1,0,0,1,0,1
1,2019,18450,3833.0,145,51.4,3,0,1,0,1,0,0,0,1
0,2015,13000,32472.0,30,55.4,1,0,1,0,0,0,1,0,1
7,2019,30350,4750.0,145,39.2,5,0,0,1,1,0,0,0,1
6,2016,16995,25200.0,150,55.4,5,0,1,0,1,0,0,0,1
2,2018,17400,18000.0,150,52.3,1,0,1,0,0,0,1,0,1
0,2019,19751,5432.0,145,47.9,0,0,1,0,0,0,1,0,1
2,2018,18370,30963.0,145,68.9,5,0,1,0,1,0,0,0,1
3,2015,15998,48853.0,145,56.5,5,0,1,0,1,0,0,0,1
0,2020,18990,4000.0,150,49.6,0,0,1,0,0,0,1,0,1
4,2013,11995,40003.0,145,56.5,5,0,0,1,1,0,0,0,1
2,2015,14500,58774.0,160,50.4,5,0,1,0,1,0,0,0,1
1,2019,24995,5000.0,145,50.4,5,0,0,1,1,0,0,0,1
0,2018,12475,20560.0,145,67.3,0,0,1,0,0,0,1,0,1
1,2017,16900,24153.0,30,62.8,5,0,0,1,1,0,0,0,1
2,2019,24490,1293.0,145,48.7,5,1,0,0,1,0,0,0,1
5,2017,20650,18745.0,150,52.3,1,0,0,1,0,0,1,0,1
1,2017,12950,40000.0,145,74.3,3,0,1,0,1,0,0,0,1
1,2012,6695,48000.0,20,68.9,3,0,1,0,1,0,0,0,1
6,2015,12750,78962.0,125,60.1,5,0,1,0,1,0,0,0,1
2,2019,23495,8177.0,145,51.4,5,1,0,0,1,0,0,0,1
2,2019,29990,9000.0,150,44.1,5,0,0,1,1,0,0,0,1
0,2018,16992,8155.0,145,51.4,0,0,1,0,0,0,1,0,1
7,2019,34995,6400.0,145,38.2,5,1,0,0,1,0,0,0,1
1,2016,11999,36714.0,0,74.3,3,1,0,0,1,0,0,0,1
1,2016,13800,41298.0,20,60.1,1,0,1,0,0,0,1,0,1
6,2019,37400,5342.0,145,32.1,5,1,0,0,0,0,1,0,1
0,2019,19979,6000.0,145,47.9,0,0,1,0,0,0,1,0,1
0,2015,11210,27760.0,30,55.4,1,0,1,0,0,0,1,0,1
2,2019,29900,5485.0,145,35.8,5,1,0,0,0,0,1,0,1
3,2014,12000,42953.0,20,64.2,5,0,1,0,1,0,0,0,1
1,2017,13995,13291.0,145,74.3,3,0,1,0,1,0,0,0,1
0,2012,10790,27280.0,145,47.9,1,1,0,0,0,0,1,0,1
7,2015,20499,24380.0,200,47.9,5,0,1,0,1,0,0,0,1
2,2019,26490,6000.0,145,42.2,5,1,0,0,0,0,1,0,1
2,2018,27600,9797.0,150,48.7,1,0,1,0,0,0,1,0,1
5,2017,22995,5674.0,145,52.3,1,0,0,1,0,0,1,0,1
1,2018,21990,17800.0,145,62.8,5,0,0,1,1,0,0,0,1
6,2017,20450,31608.0,145,47.9,1,0,0,1,0,0,1,0,1
7,2019,34470,5614.0,150,38.2,5,0,0,1,1,0,0,0,1
0,2017,14990,25417.0,0,76.3,3,0,1,0,1,0,0,0,1
3,2014,12995,83468.0,150,53.3,5,0,0,1,1,0,0,0,1
4,2019,30444,6498.0,145,50.4,5,1,0,0,1,0,0,0,1
3,2015,12490,52357.0,125,60.1,5,0,0,1,1,0,0,0,1
4,2016,13300,79728.0,30,64.2,5,0,1,0,1,0,0,0,1
3,2019,28985,0.0,145,39.8,5,1,0,0,0,0,1,1,0
4,2014,10917,80050.0,125,57.6,5,0,1,0,1,0,0,0,1
1,2019,23485,0.0,145,56.5,5,0,1,0,1,0,0,1,0
3,2017,18990,41215.0,30,67.3,5,0,0,1,1,0,0,0,1
6,2019,28000,5820.0,145,47.1,5,0,0,1,1,0,0,0,1
0,2015,11681,29430.0,30,55.4,1,0,1,0,0,0,1,0,1
0,2016,12950,23100.0,30,55.4,1,0,1,0,0,0,1,0,1
3,2013,10070,80242.0,30,60.1,5,0,1,0,1,0,0,0,1
6,2019,34922,7728.0,145,45.6,5,0,0,1,1,0,0,0,1
5,2017,18495,19210.0,125,50.4,1,0,1,0,0,0,1,0,1
7,2019,33490,5000.0,145,38.2,5,1,0,0,1,0,0,0,1
5,2017,21995,17633.0,145,52.3,1,0,0,1,0,0,1,0,1
4,2019,30000,6101.0,145,47.9,5,1,0,0,1,0,0,0,1
2,2016,16490,26898.0,0,74.3,5,0,1,0,1,0,0,0,1
2,2019,26299,4231.0,145,50.4,5,1,0,0,1,0,0,0,1
0,2017,11990,12541.0,145,67.3,0,0,1,0,0,0,1,0,1
1,2011,6500,74000.0,20,68.9,3,0,1,0,1,0,0,0,1
0,2016,13170,22225.0,30,56.5,1,0,1,0,0,0,1,0,1
3,2019,33950,1870.0,145,37.7,5,1,0,0,0,0,1,0,1
6,2020,30450,4000.0,145,47.1,5,0,0,1,1,0,0,0,1
6,2017,20990,27868.0,145,47.9,1,1,0,0,0,0,1,0,1
6,2019,27990,5000.0,145,39.8,2,0,1,0,0,0,1,0,1
3,2017,24400,25105.0,165,45.6,5,0,0,1,0,0,1,0,1
1,2016,10130,61130.0,0,74.3,3,0,1,0,1,0,0,0,1
3,2020,29750,2000.0,145,51.4,5,0,0,1,1,0,0,0,1
2,2017,13500,25000.0,125,53.3,1,0,1,0,0,0,1,0,1
0,2019,22500,3869.0,150,44.1,2,0,0,1,0,0,1,0,1
3,2016,16498,21480.0,125,58.9,5,0,0,1,1,0,0,0,1
3,2017,18998,28618.0,30,67.3,5,0,0,1,1,0,0,0,1
0,2016,8990,24000.0,30,57.6,1,0,1,0,0,0,1,0,1
1,2015,9391,73567.0,0,83.1,3,0,1,0,1,0,0,0,1
1,2019,21995,6500.0,145,51.4,3,0,1,0,1,0,0,0,1
5,2019,22990,0.0,145,43.5,2,0,1,0,0,0,1,1,0
7,2019,41490,21400.0,145,34.0,6,0,0,1,0,0,1,0,1
3,2014,12490,49353.0,145,48.7,4,0,0,1,0,0,1,0,1
1,2016,10998,41014.0,125,53.3,1,0,1,0,0,0,1,0,1
4,2019,52000,3000.0,145,35.8,6,1,0,0,1,0,0,0,1
2,2015,14998,54654.0,145,55.4,5,0,1,0,1,0,0,0,1
6,2019,26990,4500.0,145,42.8,5,0,1,0,1,0,0,0,1
7,2016,18690,51756.0,205,47.1,5,0,0,1,1,0,0,0,1
7,2015,20000,26190.0,200,47.1,5,0,0,1,1,0,0,0,1
1,2019,32890,3653.0,145,33.2,5,0,0,1,0,0,1,0,1
3,2018,19495,36715.0,150,35.3,6,0,0,1,0,0,1,0,1
6,2016,19995,23205.0,145,55.4,5,0,0,1,1,0,0,0,1
5,2019,22444,4691.0,145,47.9,3,0,1,0,1,0,0,0,1
